gucci: 
('greek', 0.7436140179634094)


('jimmy', 0.7428584098815918)


('ak', 0.7427172660827637)


('kb', 0.7425627112388611)


('esco', 0.7425000071525574)


('cardinals', 0.7422999739646912)


('vlone', 0.7417547106742859)


('cocaine', 0.7409359216690063)


('jawn', 0.7408823370933533)


('sequin', 0.7403708100318909)


('hoppin', 0.7398513555526733)


('nonsense', 0.7398059964179993)


('valentino', 0.7393104434013367)


('zillion', 0.7391958832740784)


('mothafuckin', 0.7391493320465088)


('super', 0.7381524443626404)


('tom', 0.7379377484321594)


('opponent', 0.7379150390625)


('choo', 0.7372860908508301)


('spoke', 0.7370123863220215)


('teo', 0.8437616229057312)


('dab', 0.799207866191864)


('ranch', 0.790477991104126)


('cooler', 0.7482674717903137)


('cocaína', 0.7246895432472229)


('snowman', 0.7102518081665039)


('omega', 0.6972178816795349)


('droptop', 0.692706286907196)


('stoney', 0.6845418810844421)


('freezer', 0.6787605881690979)


('celine', 0.6725378632545471)


('coco', 0.6486678719520569)


('trance', 0.6415384411811829)


('hd', 0.6393715143203735)


('matador', 0.6379339098930359)


('tagged', 0.6378318071365356)


('moral', 0.6358374953269958)


('rick', 0.6357111930847168)


('pglang', 0.6333730220794678)


('rocky', 0.6228641271591187)


('jumper', 0.6227858066558838)


('carlton', 0.617682933807373)


('bl', 0.6170694828033447)


('squeezing', 0.6167103052139282)


('dripped', 0.6163026690483093)


('nasa', 0.6140403151512146)


('bih', 0.6067560911178589)


('designer', 0.6050115823745728)


('prada', 0.6048213839530945)


('blaww', 0.6048150062561035)


('roy', 0.6038067936897278)


('iceberg', 0.6035107374191284)


('overseas', 0.6029123067855835)


('uncle', 0.6029081344604492)


('backbone', 0.6028474569320679)


('bleedin', 0.6012117266654968)


('chane', 0.600879430770874)


('spinking', 0.6007404923439026)


('offerin', 0.6007306575775146)


('versaces', 0.6002825498580933)


('vv', 0.5999366044998169)


('digits', 0.5980111360549927)


('elevation', 0.5938416719436646)


('penthouse', 0.5933862924575806)


('dex', 0.5913642048835754)


('shiesty', 0.5907415747642517)


('absent', 0.5901318788528442)


('vvs', 0.5883704423904419)


('whistle', 0.5863727331161499)


('overdo', 0.5860140323638916)


('cheetos', 0.585322380065918)


('ricch', 0.5853057503700256)


('yep', 0.585166871547699)


('sassy', 0.5845984816551208)


('getaway', 0.5845746994018555)


('problem', 0.5844997763633728)


('yute', 0.5841571688652039)


('teen', 0.5838307738304138)


('writes', 0.583619236946106)


('blaow', 0.583187460899353)


('pro', 0.5827929377555847)


('plain', 0.5827469825744629)


('ashton', 0.5820020437240601)


('propane', 0.5817809700965881)


('og', 0.579602062702179)


('biter', 0.5793882608413696)


('disfigured', 0.5775870084762573)


('pfft', 0.5769320726394653)


('unpackin', 0.5767316818237305)


('wheezy', 0.5757864713668823)


('nutty', 0.5751053690910339)


('rib', 0.5750917792320251)


('strapped', 0.5748599767684937)


('gut', 0.5747802257537842)


('raf', 0.5746203660964966)


('expose', 0.5742828845977783)


('scuff', 0.5733269453048706)


('atlantic', 0.5725396275520325)


('routine', 0.5723899602890015)


('treeshy', 0.5719320774078369)


('sluttin', 0.5718557834625244)


('blocboy', 0.5710790753364563)


('moscow', 0.5708875060081482)


('ruler', 0.5685743689537048)


('pockets', 0.5675925612449646)


('moody', 0.5671823024749756)


('moët', 0.5669714212417603)


('patron', 0.5666643977165222)


('greek', 0.5658380389213562)


('iphone', 0.5656669735908508)


('hella', 0.565639078617096)


('zoovie', 0.5655680894851685)


('bull', 0.5653991103172302)


('tools', 0.565237283706665)


('cook', 0.5650575757026672)


('custom', 0.5636804103851318)


('roddy', 0.5634045600891113)


('hermès', 0.5631262063980103)


('terry', 0.562680184841156)


('chick', 0.5624979138374329)


louis: 
('vuitton', 0.8301956057548523)


('tomlinson', 0.7958955764770508)


('kyle', 0.7673000693321228)


('bale', 0.7399036288261414)


('flyer', 0.7299521565437317)


('native', 0.7187139987945557)


('블랙핑크', 0.7114650011062622)


('mexicano', 0.7093408107757568)


('airline', 0.7078293561935425)


('zaytoven', 0.7044587731361389)


('moonwalkin', 0.7042880654335022)


('dmx', 0.7031071782112122)


('tomar', 0.7029690146446228)


('nat', 0.7028170228004456)


('fireflies', 0.7026656866073608)


('millie', 0.7019343972206116)


('foto', 0.6984624862670898)


('wrappin', 0.6977418065071106)


('empieza', 0.6945238709449768)


('spy', 0.6945197582244873)


('calabasas', 0.6897743940353394)


('mclaran', 0.6882607936859131)


('playboi', 0.6854695081710815)


('san', 0.6838957667350769)


('moe', 0.6836042404174805)


('inglewood', 0.6833900809288025)


('blicky', 0.6833803057670593)


('outgrew', 0.6826642155647278)


('rgf', 0.6820592880249023)


('besar', 0.6816970109939575)


('groserías', 0.6813178062438965)


('labios', 0.6808449625968933)


('누구니', 0.6797455549240112)


('학을', 0.6793873906135559)


('salgo', 0.6790220141410828)


('가까이', 0.6773500442504883)


('foxy', 0.6771869659423828)


('unsteady', 0.6763001680374146)


('liver', 0.6761947274208069)


('때까지', 0.6761923432350159)


('뚜두뚜두', 0.6758559942245483)


('miniature', 0.6757060289382935)


('황금빛', 0.675578236579895)


('iceberg', 0.6754408478736877)


('jessie', 0.6751025319099426)


('가녀린', 0.674792468547821)


('lovey', 0.6747462749481201)


('besas', 0.6746878027915955)


('sprung', 0.6746499538421631)


('닿을', 0.6746298670768738)


('이미', 0.6732964515686035)


('henry', 0.6731558442115784)


('hancock', 0.6728270053863525)


('pregúntale', 0.6723239421844482)


('iffy', 0.672134280204773)


('kan', 0.6716415286064148)


('말도', 0.6711855530738831)


('swangin', 0.6711336970329285)


('대체', 0.6686514616012573)


('아프다면', 0.6686093211174011)


('nicotine', 0.6682572960853577)


('하지', 0.6681832671165466)


('anti', 0.6680577993392944)


('crips', 0.6668794751167297)


('cooky', 0.6648878455162048)


('hacemos', 0.6626871824264526)


('yeri', 0.6622076630592346)


('슬퍼도', 0.6619350910186768)


('estar', 0.6617282629013062)


('minifalda', 0.6615737080574036)


('jord', 0.6615203022956848)


('activist', 0.6613503694534302)


('dvd', 0.6613456606864929)


('생각해', 0.6606764197349548)


('수놓을', 0.6605316996574402)


('bellos', 0.6603177189826965)


('foreman', 0.6602579951286316)


('태도', 0.6601077318191528)


('manos', 0.65921550989151)


('blam', 0.6589877605438232)


('사과도', 0.6586728096008301)


('sebastian', 0.6586716771125793)


('veces', 0.658667802810669)


('pouches', 0.6586422324180603)


('seulgi', 0.6585085391998291)


('bottoms', 0.6584575176239014)


('racketeering', 0.6583881378173828)


('trato', 0.6581296920776367)


('거야', 0.6579858064651489)


('맘을', 0.6578554511070251)


('esco', 0.6578088402748108)


('cookies', 0.6576681733131409)


('leadin', 0.6575250625610352)


('바빠', 0.6573395729064941)


('아니면', 0.6572309136390686)


('jedis', 0.656262993812561)


('condado', 0.656226634979248)


('보듯이', 0.6559591889381409)


('swisha', 0.6558797359466553)


('ancient', 0.6558454632759094)


('louis', 0.8301955461502075)


('también', 0.8281592130661011)


('intención', 0.828124463558197)


('airline', 0.8270249962806702)


('compra', 0.8252089619636536)


('voy', 0.8242583870887756)


('이미', 0.8240513205528259)


('pidió', 0.8227173089981079)


('san', 0.821463942527771)


('sephora', 0.8211231827735901)


('tuve', 0.8208867311477661)


('motora', 0.8205900192260742)


('muriendo', 0.8196158409118652)


('inglewood', 0.8186830878257751)


('verte', 0.8185482025146484)


('mel', 0.8181849718093872)


('estoy', 0.8176965117454529)


('escápate', 0.8176330924034119)


('quise', 0.8169493079185486)


('atrevida', 0.8164688348770142)


('dmx', 0.8155611157417297)


('veces', 0.8151496648788452)


('burlarme', 0.81345534324646)


('allá', 0.8131308555603027)


('맘을', 0.813127875328064)


('apenas', 0.8126212358474731)


('sigo', 0.8122140169143677)


('학을', 0.8121697902679443)


('황금빛', 0.8119551539421082)


('sexo', 0.8111177682876587)


('wrath', 0.8106457591056824)


('sebastian', 0.8105139136314392)


('motores', 0.8097389936447144)


('controlo', 0.8095850944519043)


('lento', 0.8093734979629517)


('pandora', 0.8089258670806885)


('muy', 0.808635413646698)


('toa', 0.8079910278320312)


('marihuana', 0.8078573942184448)


('sexys', 0.8073920607566833)


('아니면', 0.8072875738143921)


('ancient', 0.8072436451911926)


('melle', 0.8071696758270264)


('flyer', 0.8069800734519958)


('hancock', 0.8069452047348022)


('aguanto', 0.8066557049751282)


('suerte', 0.8065332770347595)


('estamo', 0.8062772750854492)


('않는', 0.8060024976730347)


('ci', 0.8055025935173035)


('nunca', 0.8053311109542847)


('nuestro', 0.805311381816864)


('valentín', 0.8053088188171387)


('huyendo', 0.8050987124443054)


('juro', 0.8048210740089417)


('labios', 0.804783821105957)


('cuando', 0.8047488927841187)


('가까이', 0.8040271997451782)


('blaze', 0.8038477897644043)


('manos', 0.8037925362586975)


('fuiste', 0.8037750720977783)


('gástalo', 0.8037622570991516)


('manera', 0.8036879897117615)


('garеte', 0.8036006689071655)


('fuerte', 0.8034805059432983)


('destino', 0.8034068942070007)


('toma', 0.8033047318458557)


('ando', 0.8032307624816895)


('aunque', 0.8030416965484619)


('원하면', 0.8027695417404175)


('보듯이', 0.8027496337890625)


('quedo', 0.8027238249778748)


('quede', 0.8027035593986511)


('espiral', 0.8026406168937683)


('borrar', 0.8023623824119568)


('cigarettes', 0.8023557066917419)


('doliendo', 0.8022646307945251)


('eso', 0.8022075295448303)


('bebida', 0.8021853566169739)


('rompiendo', 0.8020684123039246)


('이뤄지지', 0.8020350933074951)


('haya', 0.8020076751708984)


('canto', 0.8019064664840698)


('salud', 0.8018975257873535)


('bellos', 0.8016085624694824)


('mientras', 0.8011051416397095)


('ja', 0.800963282585144)


('moe', 0.8006297945976257)


('suavecito', 0.8004890084266663)


('슬퍼도', 0.7994319796562195)


('bale', 0.7994256615638733)


('이젠', 0.7992516160011292)


('nivel', 0.7992501854896545)


('historia', 0.7990872263908386)


('testigos', 0.7985345721244812)


('número', 0.7983830571174622)


('agghhh', 0.7982968688011169)


('silencio', 0.7981240153312683)


('hacen', 0.7981128096580505)


('comienza', 0.7981041073799133)


dior: 
('iann', 0.7650471925735474)


('beasty', 0.6822287440299988)


('cribby', 0.6804239153862)


('licky', 0.677425742149353)


('christian', 0.6704575419425964)


('lunch', 0.6680918335914612)


('fah', 0.6653782725334167)


('wealth', 0.6609020233154297)


('하던', 0.6512170433998108)


('juicy', 0.6467040181159973)


('liftin', 0.6466880440711975)


('dunk', 0.6455931067466736)


('biggie', 0.6454581618309021)


('lurk', 0.6385722160339355)


('손엔', 0.6370528936386108)


('podium', 0.6354653835296631)


('posted', 0.6331741213798523)


('skrrrrrt', 0.6331146359443665)


('haan', 0.6292762756347656)


('fendi', 0.6275430917739868)


('베기', 0.6258316040039062)


('해도', 0.6246147155761719)


('copped', 0.6234802007675171)


('조심', 0.6197913885116577)


('athlete', 0.6194609999656677)


('valentino', 0.6185362935066223)


('wobble', 0.6169707775115967)


('fadeaway', 0.6166771054267883)


('factory', 0.6149365901947021)


('belt', 0.6144450306892395)


('med', 0.6138354539871216)


('amiri', 0.6136629581451416)


('rider', 0.6128365993499756)


('fare', 0.6111721992492676)


('너와', 0.6109085083007812)


('doggystyle', 0.61078941822052)


('hats', 0.610379159450531)


('너네', 0.6097367405891418)


('playboi', 0.6076867580413818)


('factor', 0.606879472732544)


('camoly', 0.6067197918891907)


('ner', 0.6063523292541504)


('bmw', 0.6062158346176147)


('steam', 0.6060126423835754)


('killa', 0.6059898734092712)


('sleezys', 0.6049068570137024)


('손이', 0.6046565771102905)


('billie', 0.6043270230293274)


('richard', 0.6041430830955505)


('pinocchio', 0.6038790345191956)


('nle', 0.603824257850647)


('너무', 0.6035447120666504)


('많아', 0.60280841588974)


('trek', 0.6022253632545471)


('wiped', 0.6019658446311951)


('confident', 0.6018102169036865)


('corvette', 0.6009475588798523)


('catastrophic', 0.600670576095581)


('hеrself', 0.6001352071762085)


('모잘라', 0.599934995174408)


('booted', 0.5992425680160522)


('가득한', 0.5991277098655701)


('mic', 0.5991082191467285)


('overdressed', 0.5985294580459595)


('온몸이', 0.5982190370559692)


('painted', 0.5976895689964294)


('capital', 0.5967746376991272)


('cashmoneyap', 0.5967499017715454)


('theo', 0.5963995456695557)


('exploded', 0.5962309241294861)


('ak', 0.5961426496505737)


('whoadie', 0.5952289700508118)


('killin', 0.5945378541946411)


('min', 0.5940276384353638)


('lens', 0.5938568711280823)


('robin', 0.5933941602706909)


('mink', 0.5930871367454529)


('engaged', 0.5928623080253601)


('traphouse', 0.5924595594406128)


('float', 0.5923392176628113)


('ginnies', 0.5919332504272461)


('lung', 0.5912545323371887)


('chartered', 0.5905892848968506)


('cuts', 0.5905714631080627)


('juan', 0.5905253291130066)


('negative', 0.5899345874786377)


('rrr', 0.589853048324585)


('칼로', 0.5897518396377563)


('command', 0.5883804559707642)


('steph', 0.5882716774940491)


('swagger', 0.5881635546684265)


('snap', 0.5881196856498718)


('뭐라', 0.5880395174026489)


('bungee', 0.5874684453010559)


('perky', 0.5873239040374756)


('nightlight', 0.5872505307197571)


('arguin', 0.5868852138519287)


('coat', 0.5864672660827637)


('rare', 0.5863873362541199)


('날아가', 0.5863221883773804)


cartier: 
('cartiers', 0.7600371837615967)


('spec', 0.7502732872962952)


('waist', 0.6732578277587891)


('amiri', 0.6381542086601257)


('proceed', 0.6366071105003357)


('chanel', 0.635586678981781)


('seduction', 0.6283940672874451)


('sweetheart', 0.6230599284172058)


('thigh', 0.6218510270118713)


('mike', 0.6199659705162048)


('appetite', 0.6167426109313965)


('rugers', 0.614243745803833)


('willin', 0.6114436388015747)


('baow', 0.6081002354621887)


('tank', 0.6064740419387817)


('grippin', 0.6013848781585693)


('banana', 0.6009941101074219)


('relish', 0.5998179912567139)


('giuseppe', 0.5997219085693359)


('matchin', 0.5980187058448792)


('oven', 0.5977973937988281)


('widow', 0.5952640771865845)


('wrangler', 0.5950544476509094)


('keef', 0.5945218205451965)


('dash', 0.5933519601821899)


('drippin', 0.5931904315948486)


('yeehaw', 0.5909148454666138)


('bossman', 0.5890021920204163)


('beard', 0.5885854363441467)


('grocery', 0.5879242420196533)


('dukie', 0.5875242948532104)


('mop', 0.5868318676948547)


('toxin', 0.5858747959136963)


('virgil', 0.5848497152328491)


('flip', 0.5830693244934082)


('vision', 0.5820135474205017)


('titty', 0.5814483165740967)


('shakin', 0.5792321562767029)


('vivica', 0.5785303711891174)


('flooded', 0.5772274136543274)


('wow', 0.5759961009025574)


('suckin', 0.5745277404785156)


('bumper', 0.5743935704231262)


('diamonds', 0.5739036798477173)


('hrr', 0.5733051896095276)


('campus', 0.5722810626029968)


('fresh', 0.5708385109901428)


('mash', 0.5696898698806763)


('oww', 0.569227933883667)


('garment', 0.5689836740493774)


('gotti', 0.5688353776931763)


('reefer', 0.5680654048919678)


('tightrope', 0.5676714777946472)


('pershing', 0.5673639178276062)


('tip', 0.5667136907577515)


('lunch', 0.5664260387420654)


('dang', 0.5663189888000488)


('knot', 0.5632965564727783)


('skinny', 0.5628827214241028)


('camera', 0.5625736117362976)


('porsche', 0.5618494749069214)


('likin', 0.5617710947990417)


('mwah', 0.5610472559928894)


('tot', 0.5601710081100464)


('undone', 0.5600080490112305)


('crosses', 0.558134913444519)


('dancefloor', 0.5575172305107117)


('haan', 0.5571396350860596)


('lens', 0.5549306869506836)


('thot', 0.5546345710754395)


('dunk', 0.5543028712272644)


('overanalyzin', 0.5534127950668335)


('loosen', 0.5518022179603577)


('rolls', 0.5515478253364563)


('supermodel', 0.5501992106437683)


('vv', 0.5497714281082153)


('ribbon', 0.5496208071708679)


('bat', 0.5493344068527222)


('flexing', 0.5492275953292847)


('lambos', 0.5488905906677246)


('ducati', 0.548880398273468)


('indies', 0.5483100414276123)


('supperclub', 0.547119140625)


('worship', 0.5470696091651917)


('cougar', 0.5442774295806885)


('froze', 0.5428144931793213)


('automatic', 0.5422260761260986)


('unique', 0.5419824719429016)


('foreman', 0.5405206680297852)


('oshun', 0.5395878553390503)


('throbbin', 0.5395247340202332)


('deadstock', 0.5390806794166565)


('bale', 0.5388484001159668)


('dreezy', 0.5387352108955383)


('frozen', 0.5385358929634094)


('esoht', 0.5381109118461609)


('kissin', 0.5378634333610535)


('headlock', 0.5377805829048157)


('pouches', 0.5377634167671204)


('stripes', 0.537594735622406)


chanel: 
('stylist', 0.8246974349021912)


('haan', 0.7460141181945801)


('corvette', 0.7333683371543884)


('iced', 0.7258730530738831)


('choo', 0.718135416507721)


('mulsanne', 0.7122223973274231)


('deposit', 0.7119872570037842)


('wafi', 0.706031858921051)


('tactic', 0.7056801915168762)


('pouch', 0.703718900680542)


('girbaud', 0.7034268975257874)


('flodgin', 0.7011057138442993)


('pouches', 0.7004202604293823)


('moanin', 0.6990377306938171)


('toilet', 0.6984532475471497)


('bicoastal', 0.6983060836791992)


('schedule', 0.6964451670646667)


('agreement', 0.6930775046348572)


('vv', 0.6921727061271667)


('signin', 0.6857760548591614)


('blicky', 0.6849625110626221)


('extendo', 0.684155285358429)


('edition', 0.6831849217414856)


('jimmy', 0.6818647980690002)


('dab', 0.6817876100540161)


('packing', 0.6817387938499451)


('ray', 0.6793258786201477)


('tiffany', 0.6745112538337708)


('amiri', 0.6743977069854736)


('harden', 0.6733592748641968)


('chyeah', 0.672886312007904)


('kel', 0.6718860864639282)


('biggie', 0.6689950823783875)


('jus', 0.6684869527816772)


('merched', 0.6677560210227966)


('milli', 0.6651303172111511)


('ricky', 0.6647027730941772)


('ranch', 0.6644240617752075)


('hippy', 0.6641181707382202)


('extra', 0.6636119484901428)


('mike', 0.6608157157897949)


('louboutin', 0.6601734161376953)


('mink', 0.6581218242645264)


('stiffy', 0.6580662727355957)


('automatic', 0.6576328277587891)


('dunk', 0.6572352647781372)


('oxygen', 0.6570619940757751)


('tec', 0.6568025350570679)


('coulda', 0.6567881107330322)


('inglewood', 0.6566178798675537)


('grocery', 0.6557698249816895)


('phillippe', 0.6548172235488892)


('copped', 0.6546169519424438)


('skinny', 0.6544358730316162)


('compressor', 0.6533437371253967)


('bmw', 0.6528881788253784)


('grinded', 0.6525852680206299)


('quinta', 0.6524927616119385)


('nike', 0.6518473625183105)


('cuban', 0.651721715927124)


('crawl', 0.6514524221420288)


('bugatti', 0.6508415937423706)


('iffy', 0.6499415040016174)


('foreman', 0.6496073007583618)


('model', 0.6493480205535889)


('buyin', 0.6489933133125305)


('beard', 0.6486067175865173)


('leech', 0.6474265456199646)


('min', 0.6468261480331421)


('designer', 0.6462661623954773)


('chromatic', 0.6454206109046936)


('mullet', 0.6453184485435486)


('boonie', 0.6451182961463928)


('chip', 0.643782377243042)


('verses', 0.6435852646827698)


('tennis', 0.6429711580276489)


('lamborghini', 0.6429029703140259)


('hiroshima', 0.6421121954917908)


('tremendo', 0.6415185332298279)


('lens', 0.641411304473877)


('meth', 0.6412831544876099)


('hoppin', 0.6410154104232788)


('spec', 0.6407068967819214)


('finest', 0.6406678557395935)


('cookies', 0.6404861807823181)


('retro', 0.6402397751808167)


('semi', 0.6400121450424194)


